student_id,first_name,last_name,email,phone,date_of_birth,gender,nationality,home_country,home_city,native_language,current_gpa,previous_education_level,field_of_study,institution_type,standardized_test_score,academic_achievements,research_experience,family_income_bracket,financial_aid_needed,tuition_budget,living_expense_budget,has_scholarship,financial_support_source,intended_career_field,career_importance_score,job_market_priority,entrepreneurship_interest,research_interest,industry_preference,preferred_destinations,language_barrier_concern,cultural_adaptation_confidence,visa_processing_importance,post_study_work_priority,permanent_residence_interest,family_influence_score,peer_influence_score,consultant_influence_score,university_ranking_importance,cost_sensitivity_score,safety_importance_score,risk_tolerance_score,decision_making_style,information_seeking_behavior,technology_comfort_level,social_network_size,adaptability_score,applications_submitted,acceptances_received,final_destination_country,final_university_tier,application_success_rate,decision_satisfaction_score,consultation_sessions,information_search_hours,application_preparation_time,decision_timeline_days,stress_level_score,confidence_level_score
544,Diana,Vasquez,michael06@example.org,(844)574-5847x425,2003-07-27,Female,Iran,Iran,Port Mariamouth,Arabic,4.0,Bachelor's,International Relations,Private,335,8,False,"<$10,000",False,35914,9952,True,Scholarship,Consulting,1,10,1,3,Technology,"Switzerland,Germany",7,8,3,1,5,1,8,4,5,3,10,4,Analytical,Minimal Research,8,4,8,5,4,Switzerland,Tier 1 (Top 50),80.0,7,6,79,355,383,1,4
545,Monique,Craig,simmonsstephen@example.org,844-451-5307x898,2006-10-14,Female,Nepal,Nepal,West Brittany,Russian,3.94,High School,Mathematics,International,1307,3,False,"<$10,000",True,74562,23204,False,Scholarship,Entrepreneurship,5,4,6,2,Finance,"Sweden,New Zealand",6,4,2,2,7,2,3,4,6,10,1,5,Collaborative,Multiple-Source,6,3,8,7,2,Sweden,Tier 3 (Top 200),28.6,8,9,121,224,217,6,2
546,Steven,Rangel,yweiss@example.org,001-366-721-4959x0108,1997-11-05,Male,Nigeria,Nigeria,South Amy,Persian,3.38,Diploma,Chemistry,Private,285,2,True,"$25,000-$50,000",False,35490,15206,True,Government Funding,Energy,8,1,10,4,Technology,"Canada,Sweden,Japan,Switzerland",2,7,8,4,10,4,8,5,7,2,3,2,Cautious,Minimal Research,6,7,3,9,4,Japan,Tier 1 (Top 50),44.4,9,15,35,118,464,1,9
547,Donald,Mays,thomasrichard@example.net,+1-413-236-0782x57983,2004-03-11,Female,India,India,Lewisberg,Arabic,3.69,High School,Business Administration,International,1516,2,True,"$50,000-$75,000",False,76671,9943,True,Educational Loan,Research,6,1,5,3,Government,"Japan,New Zealand,Singapore",9,3,3,7,6,8,4,2,3,4,5,4,Analytical,Self-Directed,9,6,2,7,2,New Zealand,Tier 3 (Top 200),28.6,1,1,47,219,652,4,7
548,Samantha,King,ydavenport@example.com,596-301-1062x0046,2000-06-16,Female,Turkey,Turkey,Stephaniebury,Hindi,3.2,Bachelor's,Psychology,Private,284,3,True,"$25,000-$50,000",True,64052,17346,True,Mixed Sources,Manufacturing,5,4,7,3,Academia,Switzerland,4,5,4,7,2,10,6,4,2,1,3,10,Pragmatic,Minimal Research,2,2,6,3,3,Switzerland,Tier 4 (Below 200),100.0,6,3,184,329,147,8,10
549,Kimberly,Riley,xking@example.net,602-857-4395x402,2006-12-16,Other,Thailand,Thailand,Richardsonton,English,3.23,Master's,Medicine,Public,289,10,False,"$75,000-$100,000",True,41022,10474,True,Employer Sponsorship,Media,6,8,8,9,Academia,"Singapore,Sweden",7,8,2,1,1,6,3,10,9,8,8,1,Pragmatic,Self-Directed,6,10,10,4,2,Singapore,Tier 1 (Top 50),50.0,3,14,60,58,290,5,6
550,Cheryl,Mills,dobrien@example.com,(220)581-1926,2003-05-19,Male,Vietnam,Vietnam,Kochchester,Spanish,3.82,Diploma,Finance,International,1361,4,True,"$50,000-$75,000",True,30580,9557,True,Family Savings,Research,1,10,2,4,Academia,"Germany,Netherlands",8,6,5,2,9,9,3,4,7,9,9,2,Analytical,Consultant-Dependent,4,9,3,10,2,Netherlands,Tier 4 (Below 200),20.0,1,2,22,190,132,4,4
551,Christine,Monroe,janetelliott@example.com,658.271.3056,2001-10-13,Male,Ethiopia,Ethiopia,Cervantesside,Russian,2.76,Master's,Business Administration,Private,327,8,False,">$100,000",False,49273,11983,True,Mixed Sources,Energy,7,4,9,10,Finance,"USA,Australia,Switzerland,UK",8,4,7,10,2,1,8,9,10,5,8,7,Pragmatic,Peer-Influenced,1,1,1,8,2,UK,Tier 1 (Top 50),25.0,7,2,75,81,81,8,1
552,Amanda,Dyer,cdean@example.net,001-641-910-7293x007,2003-09-28,Male,South Korea,South Korea,Sherylstad,Italian,2.51,Bachelor's,Environmental Science,Private,328,8,True,"<$10,000",False,67333,17959,True,Scholarship,Consulting,5,6,6,8,Healthcare,"New Zealand,Sweden,Canada,Netherlands",6,6,7,2,8,10,3,8,7,8,2,4,Pragmatic,Minimal Research,2,9,9,9,2,New Zealand,Tier 2 (Top 100),22.2,7,14,118,153,628,6,7
553,Tara,Nguyen,randallward@example.com,546.550.5580,2004-02-02,Male,Philippines,Philippines,Leton,Turkish,3.77,High School,Engineering,Private,327,7,True,"$10,000-$25,000",True,29248,17459,False,Government Funding,Manufacturing,7,2,6,7,Academia,"Germany,Netherlands,Singapore",3,8,7,4,10,4,1,5,2,2,8,7,Intuitive,Self-Directed,3,2,6,5,2,Singapore,Tier 4 (Below 200),40.0,4,9,68,87,645,7,9
554,Kendra,Ball,vwilliams@example.org,(548)576-5359x7610,1997-09-12,Female,Thailand,Thailand,Port Jamestown,Hindi,3.85,Diploma,Pharmacy,International,293,7,True,"$75,000-$100,000",True,15195,8927,True,Employer Sponsorship,Research,9,4,3,5,Government,"Singapore,New Zealand,Australia,Netherlands",4,2,6,10,2,3,3,10,2,3,8,1,Optimistic,Technology-Assisted,10,4,5,4,0,,,0.0,1,15,77,55,416,3,10
555,John,Boyer,alexa04@example.net,971.669.2911x075,2003-09-06,Other,India,India,Port Rachelberg,Turkish,2.63,Diploma,Engineering,Public,1556,7,True,"$50,000-$75,000",False,59377,22686,False,Government Funding,Non-profit,10,9,4,2,Government,"New Zealand,Sweden,Germany",10,10,8,10,4,10,1,6,3,3,2,8,Intuitive,Consultant-Dependent,5,9,7,8,6,Germany,Tier 1 (Top 50),75.0,1,6,142,78,596,10,9
556,Julie,Yu,david50@example.com,(769)418-7657,2004-09-01,Male,Ghana,Ghana,Katherinestad,Turkish,3.19,High School,Finance,Public,333,3,True,"$10,000-$25,000",False,21773,21715,False,Employer Sponsorship,Entrepreneurship,5,10,9,6,Finance,"Australia,Sweden,Switzerland,New Zealand",2,2,10,4,10,9,10,10,10,1,7,9,Collaborative,Extensive Research,2,4,1,10,1,New Zealand,Tier 2 (Top 100),10.0,4,7,136,208,223,3,2
557,Christine,Moore,dawn95@example.com,416.240.8278,2007-06-11,Male,Brazil,Brazil,Pinedaton,Bengali,3.53,Diploma,Data Science,Public,295,2,True,"$75,000-$100,000",False,64134,17694,False,Mixed Sources,Consulting,9,6,1,2,Academia,"France,Netherlands",4,10,10,9,7,2,3,8,5,4,10,3,Collaborative,Technology-Assisted,6,2,8,7,1,Netherlands,Tier 4 (Below 200),14.3,7,14,163,124,360,9,2
558,Laura,Ortiz,wguzman@example.org,855.792.7567x71986,1997-10-31,Male,Ghana,Ghana,Payneland,Vietnamese,2.89,High School,Psychology,Public,1306,1,True,"$10,000-$25,000",True,35575,20766,True,Employer Sponsorship,Engineering,1,10,8,4,Government,"USA,Sweden",10,7,9,6,8,10,1,10,7,5,6,10,Pragmatic,Peer-Influenced,5,1,9,12,2,USA,Tier 4 (Below 200),16.7,7,12,37,265,525,4,6
559,Andrew,Gonzalez,fkelley@example.com,488-840-1344x50800,2000-06-21,Male,Bangladesh,Bangladesh,Lake Andrewburgh,French,2.68,High School,Computer Science,Private,325,6,False,">$100,000",True,35029,12345,True,Family Savings,Manufacturing,3,3,9,7,Technology,"UK,New Zealand,Switzerland",4,1,7,4,6,3,4,7,6,5,1,2,Intuitive,Self-Directed,5,5,3,7,4,New Zealand,Tier 1 (Top 50),57.1,10,3,181,45,191,5,4
560,Anthony,Davis,michaelhernandez@example.com,506-848-1497,2002-10-28,Female,India,India,Tommyshire,Italian,3.42,High School,Marketing,Private,286,9,False,"$25,000-$50,000",True,55697,10128,True,Mixed Sources,Real Estate,4,8,3,10,Finance,France,5,3,5,6,4,2,10,1,9,3,7,2,Intuitive,Extensive Research,4,6,7,8,4,France,Tier 4 (Below 200),50.0,7,3,157,333,209,1,3
561,Marcus,Vargas,crystal14@example.com,001-622-325-1140x87624,1999-03-27,Male,Turkey,Turkey,Lake Elizabethchester,Turkish,2.64,Master's,Electrical Engineering,Private,1233,4,True,">$100,000",True,69773,15552,False,Educational Loan,Media,5,3,9,3,Government,"Singapore,Japan,Canada",5,1,7,7,10,3,9,4,5,7,4,4,Flexible,Family-Guided,4,5,4,10,5,Japan,Tier 1 (Top 50),50.0,9,2,198,299,420,7,10
562,Margaret,Blair,williamsjerry@example.net,706.337.2026,1998-11-27,Male,Mexico,Mexico,East Vincent,Urdu,3.02,High School,Computer Science,International,293,7,True,"$75,000-$100,000",False,25688,20229,False,Scholarship,Entrepreneurship,5,8,10,7,Government,Australia,10,7,10,7,9,5,6,4,6,10,2,8,Optimistic,Technology-Assisted,1,5,8,4,4,Australia,Tier 3 (Top 200),100.0,3,9,61,32,68,10,10
563,Walter,Miller,melissalandry@example.org,(830)732-2862,2001-01-07,Female,South Korea,South Korea,Jenniferhaven,Italian,3.38,Diploma,Computer Science,Private,296,10,False,"$50,000-$75,000",True,44987,8729,False,Employer Sponsorship,Legal,7,10,3,4,Finance,UK,5,10,8,2,4,2,1,4,9,5,8,2,Cautious,Multiple-Source,8,6,7,9,5,UK,Tier 1 (Top 50),55.6,2,1,177,203,108,9,9
564,Karen,Jenkins,paulaparker@example.com,001-700-838-4195x11064,1997-07-27,Female,Iran,Iran,East Christopher,Russian,3.36,High School,Psychology,International,336,10,False,"<$10,000",False,66218,21400,True,Mixed Sources,Education,10,4,7,9,Technology,"France,Germany,USA,Canada",5,3,9,7,7,2,8,9,10,3,6,8,Intuitive,Self-Directed,1,3,6,3,1,USA,Tier 1 (Top 50),33.3,7,9,92,281,468,3,7
565,David,Whitaker,jeffersonjoshua@example.net,578-850-3917x3689,2001-11-22,Male,Thailand,Thailand,Payneville,Dutch,3.03,Bachelor's,Business Administration,Private,1243,3,True,"$10,000-$25,000",False,50997,20365,True,Employer Sponsorship,Entrepreneurship,6,2,2,3,Healthcare,"USA,Germany",9,6,3,8,4,8,6,9,7,8,1,4,Optimistic,Technology-Assisted,7,3,1,6,5,Germany,Tier 4 (Below 200),83.3,9,7,65,159,341,5,4
566,Andrew,Blair,diazadam@example.com,001-569-945-6155x76534,2000-06-23,Female,Iran,Iran,North Jeffreystad,Korean,2.63,Bachelor's,Finance,Public,327,7,False,"$10,000-$25,000",True,73058,22630,False,Mixed Sources,Research,5,6,1,4,Government,"Sweden,Netherlands,Canada,Singapore",3,7,4,7,7,8,9,6,1,9,10,9,Pragmatic,Minimal Research,5,8,6,12,4,Canada,Tier 2 (Top 100),33.3,10,11,83,362,275,5,9
567,Eric,Smith,williamcervantes@example.com,(692)823-0275,2001-01-04,Female,Philippines,Philippines,South Vincent,Korean,3.21,Bachelor's,Marketing,Public,1276,5,True,"$50,000-$75,000",False,38245,10638,True,Mixed Sources,Research,10,8,3,7,Government,"Australia,Germany,UK",2,6,8,4,1,4,1,10,10,1,1,1,Flexible,Extensive Research,7,6,7,8,8,UK,Tier 3 (Top 200),100.0,7,3,71,178,299,6,4
568,Shelley,Torres,bonniesmith@example.org,+1-914-908-1325,1996-10-24,Other,India,India,New Brandi,Thai,3.79,Bachelor's,Environmental Science,International,1438,0,False,">$100,000",True,19596,9963,False,Personal Savings,Energy,4,5,10,7,Government,"Netherlands,UK,Singapore",10,10,9,10,7,10,7,6,2,2,9,2,Cautious,Family-Guided,8,5,7,9,1,Netherlands,Tier 4 (Below 200),11.1,9,5,196,186,511,8,7
569,Louis,Gillespie,rmitchell@example.net,707-257-0826,2005-06-13,Other,Ghana,Ghana,Davidton,French,2.52,High School,Law,Private,288,3,True,"$25,000-$50,000",False,16099,10221,True,Scholarship,Research,3,4,8,9,Finance,"USA,Canada",10,3,8,7,3,5,1,6,5,8,4,10,Optimistic,Peer-Influenced,3,2,5,3,2,USA,Tier 3 (Top 200),66.7,8,2,65,75,574,7,7
570,Karen,Scott,tristanmason@example.net,220.406.2149,2000-06-27,Female,Brazil,Brazil,Kennedystad,Dutch,3.8,Master's,Psychology,International,280,8,False,"$75,000-$100,000",False,33482,11378,True,Personal Savings,Technology,3,4,2,8,Academia,"Singapore,Australia,France,UK",9,7,7,5,10,8,8,5,2,4,2,4,Cautious,Consultant-Dependent,9,4,1,5,2,Singapore,Tier 3 (Top 200),40.0,4,9,105,130,303,7,6
571,Jessica,Barber,jennifermyers@example.org,864-800-5622x892,2002-06-09,Female,Ghana,Ghana,Dixontown,Korean,3.71,High School,Business Administration,International,1495,7,True,"$10,000-$25,000",False,36646,19829,True,Mixed Sources,Media,9,2,10,2,Healthcare,"Sweden,France,New Zealand,Canada",4,9,4,2,2,10,4,5,9,10,2,9,Analytical,Extensive Research,4,9,2,7,6,France,Tier 1 (Top 50),85.7,10,4,76,95,651,3,5
572,Bryan,Ross,mburch@example.org,924-777-2602x7054,2001-10-15,Other,Bangladesh,Bangladesh,North Stevenstad,French,3.21,Bachelor's,Chemistry,Private,1246,4,True,">$100,000",False,20775,14443,True,Employer Sponsorship,Engineering,2,6,10,2,Healthcare,"France,Australia,USA",2,6,4,1,7,4,1,5,5,1,8,8,Intuitive,Consultant-Dependent,1,10,7,8,8,USA,Tier 4 (Below 200),100.0,4,5,179,190,357,8,7
573,Gina,Williams,heatherschroeder@example.net,495.364.7805x630,1998-05-26,Other,Kenya,Kenya,North Jessica,Thai,3.01,Bachelor's,Electrical Engineering,International,1357,1,True,">$100,000",True,16501,21741,True,Scholarship,Healthcare,7,7,10,4,Healthcare,USA,1,9,3,3,6,5,3,2,7,9,3,7,Collaborative,Peer-Influenced,2,8,6,9,2,USA,Tier 2 (Top 100),22.2,5,11,107,346,612,7,3
574,Christopher,Ramirez,valerie75@example.net,297.833.0113,2005-02-25,Female,Bangladesh,Bangladesh,Lake Michaelport,Bengali,3.33,Master's,Data Science,Private,325,0,False,"$10,000-$25,000",True,18055,23181,False,Mixed Sources,Real Estate,5,9,5,8,Finance,"New Zealand,Sweden,Canada",5,4,9,8,8,2,3,10,6,2,5,6,Collaborative,Extensive Research,6,9,1,5,5,Canada,Tier 1 (Top 50),100.0,3,9,112,38,419,1,5
575,Melissa,Ramos,mcdonaldbrian@example.com,4282683646,1998-02-27,Female,Mexico,Mexico,Gatesborough,English,2.56,Bachelor's,Nursing,Public,296,1,True,">$100,000",False,43550,20849,False,Family Savings,Energy,5,4,5,8,Academia,UK,7,6,6,7,5,3,4,9,9,8,9,9,Pragmatic,Multiple-Source,6,7,10,12,3,UK,Tier 2 (Top 100),25.0,10,2,62,229,704,1,7
576,Nicole,Martin,davidyoung@example.com,247.630.4556x724,2000-05-27,Other,Nigeria,Nigeria,Steventon,German,3.63,Bachelor's,Biotechnology,International,293,3,True,"$25,000-$50,000",True,64802,16400,False,Government Funding,Legal,9,10,1,9,Finance,"Japan,Australia,Switzerland",3,10,5,5,9,2,10,2,5,8,10,1,Cautious,Family-Guided,5,8,3,11,3,Switzerland,Tier 1 (Top 50),27.3,10,10,101,77,448,8,4
577,Laura,Conway,kevin15@example.com,+1-280-888-4849,2000-08-12,Other,Thailand,Thailand,Port Taraland,Russian,3.62,High School,Law,Private,331,4,False,">$100,000",True,53862,13465,False,Mixed Sources,Consulting,9,3,10,8,Finance,"Switzerland,Canada",9,1,2,9,3,4,3,4,6,4,1,7,Cautious,Multiple-Source,9,5,7,10,6,Canada,Tier 3 (Top 200),60.0,9,11,136,287,48,10,7
578,Erica,King,taylorgabriela@example.net,950.949.2536x7836,2004-05-14,Male,Vietnam,Vietnam,Samanthaberg,Vietnamese,3.45,High School,International Relations,International,1444,6,True,">$100,000",False,54301,13198,True,Mixed Sources,Real Estate,9,10,1,10,Healthcare,"Germany,Switzerland,Sweden,Japan",2,2,5,9,6,7,3,7,8,6,2,2,Pragmatic,Multiple-Source,5,6,4,7,6,Germany,Tier 4 (Below 200),85.7,8,6,91,66,396,7,5
579,David,Nguyen,ktrevino@example.org,(649)500-0810,1999-04-09,Other,Nepal,Nepal,Lake Crystal,Persian,2.59,Bachelor's,Business Administration,International,1298,3,False,">$100,000",False,52722,23577,False,Government Funding,Manufacturing,3,3,8,2,Finance,"Canada,Japan,Switzerland",5,9,4,5,6,10,3,8,7,7,9,1,Flexible,Multiple-Source,1,2,9,3,2,Canada,Tier 3 (Top 200),66.7,4,1,62,130,337,9,1
580,Stacey,Cole,brandon73@example.org,(798)901-4364x43212,2002-10-19,Female,Iran,Iran,Port Patrickshire,English,3.82,Master's,Law,International,317,7,False,"<$10,000",False,46755,16759,False,Mixed Sources,Real Estate,7,3,6,9,Healthcare,"Canada,USA,France,Australia",7,5,10,10,2,2,2,10,3,9,6,7,Pragmatic,Peer-Influenced,9,6,1,5,0,,,0.0,2,15,101,194,694,4,9
581,Cody,Pope,jasonmccall@example.org,576-519-1370,2001-01-31,Male,Nepal,Nepal,Lake Troy,Dutch,3.13,High School,Law,International,1510,2,True,"$50,000-$75,000",False,33911,20957,False,Personal Savings,Technology,8,9,10,8,Finance,Sweden,6,2,10,10,8,2,10,9,2,8,8,6,Cautious,Consultant-Dependent,3,10,5,7,1,Sweden,Tier 4 (Below 200),14.3,5,13,88,339,199,6,4
582,Matthew,Parker,richardthompson@example.org,317.778.9545,2001-04-27,Female,Vietnam,Vietnam,West Kristaview,Mandarin,3.07,Bachelor's,Marketing,International,337,0,True,"<$10,000",False,36374,17928,True,Scholarship,Energy,10,5,5,8,Government,"Singapore,Germany",4,7,9,8,4,8,2,6,7,10,3,3,Analytical,Self-Directed,10,1,8,9,3,Germany,Tier 4 (Below 200),33.3,2,5,38,207,245,6,10
583,Karla,Allen,david93@example.org,001-246-483-3189x171,1997-11-15,Female,Kenya,Kenya,Lake Michaelfort,Korean,2.86,High School,Pharmacy,International,1537,1,False,"$50,000-$75,000",True,26334,19547,False,Family Savings,Consulting,8,9,3,9,Finance,"Netherlands,Germany,UK",4,6,5,8,2,5,2,7,9,6,6,8,Decisive,Technology-Assisted,3,4,3,11,5,Germany,Tier 3 (Top 200),45.5,8,6,99,312,48,10,6
584,Justin,Miller,lawrencefrench@example.net,372.992.4978,2001-02-09,Male,Nepal,Nepal,South Kimberly,Hindi,2.86,High School,Finance,Private,321,5,True,"<$10,000",False,16195,23237,True,Mixed Sources,Healthcare,5,7,2,8,Technology,"Singapore,UK,Germany,Sweden",10,8,4,5,7,2,9,6,6,10,6,1,Decisive,Minimal Research,5,6,7,3,0,,,0.0,1,8,16,127,653,7,2
585,Patrick,Meyers,mistysparks@example.com,816-385-7895,1997-12-26,Female,Kenya,Kenya,Davisville,Spanish,3.36,Master's,Nursing,Public,307,9,True,"$25,000-$50,000",False,59558,11206,True,Scholarship,Education,3,2,4,1,Academia,"New Zealand,Australia,Switzerland",10,7,8,7,8,4,6,4,7,8,4,6,Cautious,Multiple-Source,1,8,1,10,2,New Zealand,Tier 2 (Top 100),20.0,6,3,146,305,249,5,2
586,Kim,Lopez,mitchelljonathan@example.com,+1-891-528-0688x1715,2005-05-11,Female,Indonesia,Indonesia,Markstad,Spanish,3.45,Diploma,Law,Public,294,2,True,">$100,000",True,35555,23721,True,Mixed Sources,Energy,10,7,3,2,Finance,"UK,Germany,Switzerland,USA",4,1,1,8,3,4,6,7,6,9,3,7,Analytical,Peer-Influenced,6,3,7,6,5,USA,Tier 4 (Below 200),83.3,10,8,161,165,99,3,9
587,John,Burke,oharris@example.org,(851)229-5316x4425,2004-09-23,Female,Turkey,Turkey,Palmertown,Vietnamese,2.62,Master's,Psychology,Private,1450,1,False,"$75,000-$100,000",False,40841,18435,False,Family Savings,Government,5,5,5,7,Healthcare,"France,Australia,Canada,Japan",6,5,5,2,3,2,9,2,9,6,2,4,Optimistic,Minimal Research,4,9,1,8,2,Australia,Tier 4 (Below 200),25.0,7,1,62,312,693,9,2
588,Billy,Jones,steven02@example.net,001-716-219-8723x72784,2006-07-10,Male,Kenya,Kenya,Williamfort,Hindi,3.49,High School,Physics,International,1324,6,True,"<$10,000",True,22293,14048,True,Government Funding,Government,3,9,3,1,Finance,"Netherlands,USA",4,1,9,8,9,7,5,8,8,1,10,1,Optimistic,Minimal Research,7,2,9,6,6,USA,Tier 4 (Below 200),100.0,8,8,106,103,648,6,1
589,Deanna,Robinson,hmartin@example.org,(768)847-4296x943,1998-12-22,Other,Turkey,Turkey,New Christie,Mandarin,3.34,Diploma,Environmental Science,Public,286,8,True,"$10,000-$25,000",True,29823,13303,False,Employer Sponsorship,Education,5,6,10,2,Healthcare,"Germany,New Zealand,Netherlands,Sweden",5,2,10,10,7,2,7,1,6,4,10,1,Optimistic,Self-Directed,10,1,10,10,0,,,0.0,4,4,86,96,374,2,10
590,Brittney,Garrett,shannon78@example.com,(882)852-5778x75772,2005-01-12,Other,Egypt,Egypt,Robinport,Turkish,3.09,High School,Data Science,Private,309,7,True,"<$10,000",False,75442,16080,False,Mixed Sources,Healthcare,10,4,2,8,Finance,"Japan,Canada,France,Singapore",7,1,3,3,6,2,7,10,1,9,9,8,Cautious,Self-Directed,9,1,3,12,3,Canada,Tier 1 (Top 50),25.0,1,4,104,309,266,9,5
591,Julie,Logan,cwhite@example.net,717.224.7238x87790,2000-09-07,Female,Egypt,Egypt,South Jonathon,Swahili,2.83,Bachelor's,Computer Science,Private,302,1,True,"$10,000-$25,000",True,34939,9542,False,Personal Savings,Real Estate,2,3,7,1,Finance,"Australia,UK",10,6,6,9,2,10,8,10,10,1,4,6,Pragmatic,Consultant-Dependent,8,8,2,10,0,,,0.0,1,4,18,206,450,9,8
592,Connor,Ward,caseyromero@example.com,+1-299-968-3783x7400,2002-12-24,Female,Philippines,Philippines,Katherineborough,French,3.71,High School,Biotechnology,International,320,4,True,"$10,000-$25,000",False,40243,16482,False,Personal Savings,Healthcare,9,8,8,4,Technology,"Sweden,Japan,Netherlands,USA",1,7,5,4,9,5,6,10,8,4,2,8,Decisive,Extensive Research,4,4,3,7,6,Netherlands,Tier 1 (Top 50),85.7,1,12,194,261,371,8,5
593,Sean,Gross,lisa75@example.net,855-599-9453,2002-04-07,Male,Turkey,Turkey,Lake Bethmouth,Portuguese,2.53,Master's,Marketing,International,298,0,False,"<$10,000",False,53951,19792,False,Employer Sponsorship,Legal,10,5,6,7,Technology,"Netherlands,UK,Singapore,New Zealand",1,8,10,8,7,7,5,8,6,5,6,7,Cautious,Minimal Research,3,9,10,10,2,Singapore,Tier 3 (Top 200),20.0,1,3,109,325,245,5,9
594,Allison,Thomas,james40@example.com,6147309712,1998-01-20,Female,Ghana,Ghana,Fritzside,Spanish,2.77,Diploma,Business Administration,Public,321,8,False,"$10,000-$25,000",True,76045,21427,True,Educational Loan,Media,9,8,1,7,Academia,New Zealand,8,8,8,8,3,10,6,8,1,4,10,10,Optimistic,Peer-Influenced,7,4,8,10,2,New Zealand,Tier 2 (Top 100),20.0,6,15,200,257,101,2,1
595,Leslie,Contreras,jmorton@example.com,(684)627-7835x72651,2004-03-13,Female,Nepal,Nepal,East Jameston,Italian,2.85,Master's,Engineering,Private,329,4,False,"$10,000-$25,000",True,55421,15529,False,Employer Sponsorship,Research,5,7,8,6,Healthcare,Netherlands,1,7,10,5,2,4,1,7,10,6,3,4,Cautious,Minimal Research,9,7,6,5,4,Netherlands,Tier 1 (Top 50),80.0,1,5,33,99,547,6,4
596,Johnny,Thompson,jamesmargaret@example.com,(227)454-2466x0683,1997-09-13,Male,Thailand,Thailand,Gibsonfort,Portuguese,3.67,High School,Chemistry,International,1385,9,True,"$10,000-$25,000",True,36232,16112,False,Employer Sponsorship,Government,7,5,9,8,Healthcare,"France,Japan",1,8,9,7,9,9,9,8,9,7,1,3,Analytical,Family-Guided,10,3,3,4,1,Japan,Tier 4 (Below 200),25.0,7,15,29,276,65,2,10
597,Robert,Anderson,barnesjill@example.com,+1-424-545-3601,2004-05-29,Female,Nigeria,Nigeria,Huntland,Japanese,2.88,High School,Architecture,Public,1358,6,False,"$10,000-$25,000",True,46056,20854,False,Employer Sponsorship,Research,5,2,3,2,Technology,"USA,Australia,Singapore,Canada",9,9,9,1,5,8,1,1,6,2,1,3,Pragmatic,Self-Directed,6,2,3,3,1,Singapore,Tier 3 (Top 200),33.3,6,11,50,365,33,2,8
598,Scott,Howard,osilva@example.org,(211)452-1105x277,2000-10-11,Female,Bangladesh,Bangladesh,Denisebury,Persian,3.81,Bachelor's,Medicine,International,327,2,True,"$25,000-$50,000",True,41591,22657,True,Government Funding,Research,5,3,8,2,Finance,Australia,7,1,8,9,9,6,5,9,4,4,1,10,Cautious,Minimal Research,3,4,9,6,3,Australia,Tier 3 (Top 200),50.0,6,9,191,359,40,7,1
599,Morgan,Castillo,crossdavid@example.org,(599)781-2410x734,1999-03-22,Female,Pakistan,Pakistan,Juanton,German,3.43,High School,Engineering,International,286,2,True,">$100,000",True,52060,22165,False,Employer Sponsorship,Government,10,8,6,6,Technology,"USA,New Zealand",3,6,2,10,2,3,1,2,9,3,9,6,Collaborative,Family-Guided,4,3,10,10,0,,,0.0,5,14,78,324,692,4,8
600,Sara,Lewis,pbarnett@example.net,001-971-278-1439x78489,2004-03-05,Female,Ghana,Ghana,North Amyland,French,3.47,Master's,Computer Science,Public,1507,10,False,"$50,000-$75,000",False,69426,23056,False,Employer Sponsorship,Research,2,5,8,9,Government,"Germany,Switzerland",8,4,10,7,3,3,7,3,6,10,2,9,Decisive,Consultant-Dependent,3,5,10,10,7,Switzerland,Tier 3 (Top 200),70.0,4,4,175,252,502,8,3
601,Corey,Oliver,nknapp@example.net,001-201-288-6508x32747,2001-06-08,Other,Vietnam,Vietnam,South Edwardchester,Arabic,3.21,High School,Mathematics,Private,305,4,True,"$75,000-$100,000",True,69717,13134,True,Educational Loan,Entrepreneurship,10,1,7,10,Healthcare,"Germany,Switzerland",1,5,3,5,1,8,10,7,1,1,1,10,Flexible,Extensive Research,10,2,7,8,7,Switzerland,Tier 4 (Below 200),87.5,3,4,132,242,160,5,3
